claim_id,policy_id,claim_date,incident_date,policy_start_date,policy_expiry_date,report_delay_days,vehicle_make,vehicle_model,vehicle_type,damage_type,damage_location,damage_severity,agent_channel,coverage_type,is_weekend_claim,has_prior_claims,car_driveable,vehicle_age_years,mileage,driver_age,prior_claims_count,customer_tenure_years,manufacture_year,typical_market_value_gbp,part_cost_index,vehicle_value,repair_estimate_gbp,repair_to_value_ratio,is_high_value_vehicle,pre_ml_decision,pre_ml_label,repair_decision,model_v1_score,model_v1_decision,model_v1_observed_outcome,model_v2a_score,model_v2a_decision,model_v2b_score,model_v2b_decision
CLM001328,POL003191,2023-01-01,2022-12-13,2014-09-02,2015-09-02,19,Nissan,Qashqai,Van,flood,roof,moderate,online,third_party,True,False,True,3,42310,51,2,17,2020,27564.99,0.903,20949.39,2257.5,0.1078,True,,,sent_to_garage,0.0985,0,0,0.0697,0,0.0796,0
CLM001331,POL004376,2024-07-23,2024-07-11,2023-06-07,2024-06-06,12,Volkswagen,Polo,Sedan,flood,rear,moderate,online,comprehensive,False,False,True,10,191814,40,0,2,2014,16371.86,0.897,3274.37,1614.6,0.4931,False,,,sent_to_garage,0.0161,0,0,0.0757,0,0.0383,0
CLM001335,POL005967,2023-12-07,2023-11-20,2022-12-16,2023-12-16,17,BMW,X5,Estate,theft_damage,rear,minor,phone,comprehensive,False,True,False,15,188254,51,3,6,2008,66415.44,2.054,6641.54,924.3,0.1392,False,,,sent_to_garage,0.2615,0,0,0.0741,0,0.1086,0
CLM001341,POL000571,2023-03-05,2023-02-27,2017-09-10,2018-09-10,6,Toyota,Yaris,Hatchback,flood,multiple,minor,app,third_party_fire_theft,True,False,True,2,67183,29,2,18,2021,14387.58,0.785,12085.57,628.0,0.052,False,,,sent_to_garage,0.2852,0,1,0.861,0,0.5215,0
CLM001343,POL002721,2022-02-01,2022-01-07,2014-06-09,2015-06-09,25,Ford,Transit,Hatchback,theft_damage,side,minor,phone,third_party_fire_theft,False,True,True,9,134512,42,2,3,2013,29620.97,0.927,8293.87,370.8,0.0447,False,,,sent_to_garage,0.0495,0,0,0.0124,0,0.0677,0
CLM001344,POL003187,2023-02-28,2023-02-27,2012-03-05,2013-03-05,1,Hyundai,i10,Hatchback,vandalism,side,moderate,online,comprehensive,False,True,True,20,133210,48,0,12,2003,,,,,,False,,,sent_to_garage,0.3531,0,0,0.2421,0,0.2336,0
CLM001345,POL006360,2023-11-27,2023-11-01,2019-03-05,2020-03-04,26,BMW,3 Series,Sedan,collision,rear,severe,broker,third_party,False,False,True,4,7456,38,0,6,2019,34078.61,1.773,23173.45,7978.5,0.3443,True,,,sent_to_garage,0.1727,0,0,0.0363,0,0.0743,0
CLM001348,POL002090,2022-10-24,2022-10-08,2012-02-12,2013-02-11,16,Hyundai,i10,Sedan,flood,roof,moderate,broker,comprehensive,False,False,True,14,160347,61,1,10,2008,11747.32,0.763,1174.73,1907.5,1.6238,False,,,scrapped_by_model,0.9987,1,1,0.9896,0,0.9983,1
CLM001350,POL000669,2024-07-15,2024-07-10,2018-08-30,2019-08-30,5,Toyota,Corolla,Motorbike,collision,rear,severe,phone,third_party,False,True,True,16,58499,49,0,20,2008,21788.88,0.849,2178.89,3820.5,1.7534,False,,,scrapped_by_model,1.0,1,1,0.9999,1,0.9996,1
CLM001356,POL000136,2022-10-01,2022-10-01,2018-12-03,2019-12-03,0,Honda,CR-V,Estate,theft_damage,rear,minor,direct,third_party,True,True,True,17,24024,50,1,1,2005,29471.81,0.945,2947.18,425.25,0.1443,False,,,sent_to_garage,0.1044,0,0,0.0396,0,0.0671,0
CLM001361,POL003774,2022-01-23,2022-01-12,2020-09-27,2021-09-27,11,Nissan,Qashqai,Hatchback,flood,multiple,moderate,phone,third_party_fire_theft,True,False,True,7,168617,63,2,4,2015,28820.41,0.919,12680.98,3216.5,0.2536,False,,,sent_to_garage,0.1185,0,0,0.0621,0,0.2209,0
CLM001364,POL000227,2023-06-24,2023-06-12,2020-08-08,2021-08-08,12,Ford,Focus,SUV,fire,roof,moderate,phone,comprehensive,True,True,True,15,82249,43,3,1,2008,17459.83,0.776,1745.98,1940.0,1.1111,False,,,scrapped_by_model,0.9994,1,1,0.9987,1,0.999,1
CLM001366,POL002949,2023-04-30,2023-04-30,2017-11-03,2018-11-03,0,Audi,Q5,Sedan,theft_damage,front,moderate,direct,third_party_fire_theft,True,False,True,10,142790,40,1,5,2013,43442.84,1.841,8688.57,3682.0,0.4238,False,,,sent_to_garage,0.0394,0,0,0.1811,0,0.1103,0
CLM001367,POL001211,2023-12-20,2023-12-20,2023-05-17,2024-05-16,0,Honda,Civic,Sedan,flood,front,minor,app,third_party,False,False,True,7,120718,42,1,16,2016,22146.13,0.883,9744.3,441.5,0.0453,False,,,sent_to_garage,0.1177,0,0,0.053,0,0.1867,0
CLM001368,POL000789,2023-08-20,2023-07-27,2021-01-25,2022-01-25,24,Vauxhall,Mokka,SUV,flood,side,moderate,app,third_party,True,True,True,14,24216,44,1,16,2009,21292.57,0.786,2129.26,1179.0,0.5537,False,,,sent_to_garage,0.1397,0,0,0.0317,0,0.0953,0
CLM001369,POL001065,2024-08-06,2024-07-31,2020-10-23,2021-10-23,6,Volkswagen,Golf,Hatchback,flood,multiple,minor,phone,comprehensive,False,False,True,16,146391,32,1,13,2008,25684.3,1.022,2568.43,817.6,0.3183,False,,,sent_to_garage,0.7725,0,1,0.9622,0,0.8666,0
CLM001370,POL001944,2022-04-12,2022-04-09,2012-09-18,2013-09-18,3,Toyota,Corolla,Estate,vandalism,roof,severe,online,comprehensive,False,True,True,15,72916,39,0,5,2007,21226.57,0.85,2122.66,5100.0,2.0,False,,,scrapped_by_model,0.9996,1,1,0.9987,1,0.9997,1
CLM001374,POL004568,2023-06-14,2023-05-16,2022-12-27,2023-12-27,29,Hyundai,i10,SUV,collision,roof,minor,direct,comprehensive,False,False,True,17,161860,60,2,8,2006,11961.88,0.737,1196.19,442.2,0.3697,False,,,sent_to_garage,0.1585,0,0,0.092,0,0.1614,0
CLM001375,POL006196,2022-03-28,2022-03-03,2013-12-14,2014-12-14,25,Honda,Jazz,Sedan,collision,front,minor,direct,third_party_fire_theft,False,True,False,1,111631,85,1,5,2021,16510.72,0.829,15189.86,414.5,0.0273,False,,,sent_to_garage,0.1913,0,0,0.0999,0,0.1795,0
CLM001376,POL000456,2023-11-10,2023-11-01,2015-11-01,2016-10-31,9,Nissan,Leaf,Van,flood,side,minor,online,third_party,False,False,True,5,129957,44,0,14,2018,29685.7,1.015,17811.42,406.0,0.0228,True,,,sent_to_garage,0.3094,0,0,0.1288,0,0.1415,0
CLM001377,POL003680,2022-04-24,2022-03-28,2013-06-19,2014-06-19,27,Volkswagen,Polo,Motorbike,vandalism,roof,minor,direct,third_party,True,True,False,18,147431,62,0,18,2004,15506.56,0.874,1550.66,524.4,0.3382,False,,,sent_to_garage,0.0448,0,0,0.1504,0,0.3774,0
CLM001380,POL002423,2024-11-13,2024-10-14,2018-09-09,2019-09-09,30,Hyundai,Tucson,Motorbike,vandalism,side,moderate,app,comprehensive,False,False,True,13,55858,39,2,12,2011,27568.98,0.878,2756.9,1317.0,0.4777,False,,,sent_to_garage,0.1701,0,1,0.6551,0,0.3979,0
CLM001381,POL002435,2022-08-08,2022-07-19,2021-03-20,2022-03-20,20,Mercedes,A-Class,Van,collision,roof,minor,online,comprehensive,False,True,False,12,193653,75,1,19,2010,28615.63,1.819,2861.56,1091.4,0.3814,False,,,sent_to_garage,0.0783,0,1,0.8268,0,0.5969,0
CLM001382,POL000203,2023-11-15,2023-11-13,2023-02-13,2024-02-13,2,Vauxhall,Astra,Estate,flood,roof,moderate,direct,comprehensive,False,True,True,1,195176,41,0,15,2022,18406.39,0.753,16933.88,1882.5,0.1112,False,,,sent_to_garage,0.3516,0,0,0.0734,0,0.2231,0
CLM001387,POL003986,2022-05-12,2022-05-12,2018-08-11,2019-08-11,0,Ford,Transit,Hatchback,theft_damage,multiple,minor,direct,comprehensive,False,False,True,0,140464,48,1,11,2022,28541.81,0.935,28541.81,748.0,0.0262,True,,,sent_to_garage,0.2129,0,1,0.8744,0,0.8413,0
CLM001390,POL000255,2022-12-27,2022-11-30,2019-04-27,2020-04-26,27,Toyota,Corolla,Hatchback,collision,front,minor,phone,comprehensive,False,True,False,20,127454,46,1,6,2002,,,,,,False,,,sent_to_garage,0.144,0,0,0.1784,0,0.3632,0
CLM001398,POL005171,2023-11-27,2023-11-08,2023-02-17,2024-02-17,19,Mercedes,C-Class,Van,theft_damage,rear,moderate,phone,comprehensive,False,True,True,20,189118,35,0,17,2003,,,,,,False,,,sent_to_garage,0.0695,0,0,0.202,0,0.1257,0
CLM001400,POL002244,2023-08-16,2023-08-13,2019-10-19,2020-10-18,3,Mercedes,E-Class,Estate,vandalism,front,minor,phone,third_party,False,True,False,14,34817,22,0,4,2009,52181.47,2.05,5218.15,1025.0,0.1964,False,,,sent_to_garage,0.1412,0,0,0.082,0,0.0947,0
CLM001402,POL000357,2022-11-17,2022-10-20,2022-02-08,2023-02-08,28,Honda,HR-V,Estate,flood,roof,minor,app,third_party_fire_theft,False,False,True,16,40361,38,0,8,2006,25986.28,0.908,2598.63,544.8,0.2096,False,,,sent_to_garage,0.1768,0,0,0.0648,0,0.163,0
CLM001403,POL006076,2023-01-16,2023-01-07,2021-08-09,2022-08-09,9,Audi,A3,Estate,collision,rear,severe,app,comprehensive,False,True,True,8,27583,64,0,17,2015,30630.74,1.787,11027.07,8041.5,0.7293,False,,,sent_to_garage,0.2274,0,1,0.8296,0,0.6261,0
CLM001408,POL000533,2022-01-10,2021-12-16,2018-02-11,2019-02-11,25,Toyota,Corolla,Sedan,collision,roof,moderate,broker,comprehensive,False,False,False,9,185706,54,0,7,2013,21799.32,0.836,6103.81,2090.0,0.3424,False,,,sent_to_garage,0.0194,0,0,0.0815,0,0.0643,0
CLM001409,POL004898,2022-07-10,2022-06-17,2018-04-30,2019-04-30,23,Audi,A6,Hatchback,collision,rear,moderate,phone,comprehensive,True,True,False,6,148625,57,1,14,2016,48042.88,1.946,24982.3,3502.8,0.1402,True,,,sent_to_garage,0.2516,0,0,0.0588,0,0.0533,0
CLM001414,POL005539,2024-10-28,2024-10-10,2020-06-14,2021-06-14,18,Ford,Mondeo,Van,collision,roof,severe,app,comprehensive,False,True,True,5,142709,36,0,14,2019,21288.9,0.868,12773.34,5208.0,0.4077,False,,,sent_to_garage,0.4052,0,1,0.833,0,0.6189,0
CLM001415,POL000717,2022-11-07,2022-11-05,2021-02-27,2022-02-27,2,Toyota,RAV4,Motorbike,vandalism,side,minor,phone,third_party,False,True,True,7,142390,25,0,16,2015,33466.97,0.927,14725.47,370.8,0.0252,False,,,sent_to_garage,0.1677,0,0,0.092,0,0.0843,0
CLM001420,POL006141,2022-02-05,2022-02-05,2018-09-03,2019-09-03,0,Nissan,Juke,Hatchback,fire,multiple,minor,app,third_party_fire_theft,True,False,False,5,18875,72,1,19,2017,20630.15,0.847,12378.09,677.6,0.0547,False,,,sent_to_garage,0.1212,0,0,0.0075,0,0.0933,0
CLM001422,POL002727,2023-06-22,2023-05-23,2021-12-23,2022-12-23,30,Hyundai,i10,Motorbike,fire,multiple,minor,phone,comprehensive,False,True,True,7,81534,71,0,13,2016,12339.49,0.737,5429.38,589.6,0.1086,False,,,sent_to_garage,0.7815,0,0,0.1668,0,0.4225,0
CLM001423,POL002578,2023-10-03,2023-10-02,2017-12-30,2018-12-30,1,Vauxhall,Astra,Estate,theft_damage,multiple,severe,broker,third_party,False,True,False,8,36023,55,0,18,2015,17190.94,0.754,6188.74,6032.0,0.9747,False,,,scrapped_by_model,0.999,1,1,0.9921,1,0.9929,0
CLM001427,POL000507,2023-05-10,2023-04-20,2018-08-23,2019-08-23,20,Nissan,Juke,Van,vandalism,multiple,minor,app,third_party_fire_theft,False,False,True,0,177374,37,0,2,2023,19261.78,0.847,19261.78,677.6,0.0352,True,,,sent_to_garage,0.4614,0,1,0.8778,0,0.7465,0
CLM001431,POL005270,2022-03-29,2022-03-07,2016-09-13,2017-09-13,22,Audi,A3,Motorbike,fire,multiple,minor,phone,third_party_fire_theft,False,False,True,1,175568,38,1,1,2021,29971.82,1.753,27574.07,1402.4,0.0509,True,,,sent_to_garage,0.3305,0,1,0.8047,0,0.5527,0
CLM001436,POL006224,2022-11-24,2022-10-30,2020-05-22,2021-05-22,25,Audi,Q3,Van,fire,roof,severe,phone,third_party,False,False,True,1,85474,65,0,19,2021,36673.72,1.776,33739.82,10656.0,0.3158,True,,,sent_to_garage,0.2964,0,1,0.88,0,0.8505,0
CLM001445,POL001102,2022-05-24,2022-05-20,2012-02-05,2013-02-04,4,Hyundai,i20,Hatchback,vandalism,multiple,moderate,broker,comprehensive,False,False,True,19,89961,51,2,2,2003,,,,,,False,,,sent_to_garage,0.7759,0,0,0.0891,0,0.4411,0
CLM001447,POL005153,2023-12-29,2023-11-30,2016-02-04,2017-02-03,29,Vauxhall,Insignia,Estate,flood,side,minor,app,third_party,False,False,False,19,114919,34,0,14,2004,26088.45,0.848,2608.85,339.2,0.13,False,,,sent_to_garage,0.083,0,0,0.0973,0,0.1011,0
CLM001450,POL001140,2024-11-17,2024-10-19,2018-12-13,2019-12-13,29,Mercedes,E-Class,SUV,fire,rear,minor,online,comprehensive,True,False,True,5,142630,19,1,11,2019,52237.51,2.005,31342.51,902.25,0.0288,True,,,sent_to_garage,0.1681,0,1,0.819,0,0.4952,0
CLM001452,POL003489,2024-12-26,2024-12-19,2020-06-07,2021-06-07,7,Ford,Mondeo,Hatchback,vandalism,rear,severe,direct,third_party_fire_theft,False,False,True,1,49113,43,0,2,2023,21085.78,0.846,19398.92,3807.0,0.1962,True,,,sent_to_garage,0.4006,0,1,0.9036,0,0.7467,0
CLM001454,POL005655,2022-06-24,2022-06-15,2016-05-11,2017-05-11,9,Toyota,Corolla,Van,vandalism,multiple,minor,app,comprehensive,False,True,True,15,33418,17,2,0,2007,21226.57,0.85,2122.66,680.0,0.3204,False,,,sent_to_garage,0.4552,0,0,0.0562,0,0.128,0
CLM001458,POL002473,2022-12-29,2022-12-01,2022-11-01,2023-11-01,28,Mercedes,C-Class,Van,flood,front,minor,broker,comprehensive,False,True,True,4,58486,38,1,17,2018,39619.98,1.935,26941.59,967.5,0.0359,True,,,sent_to_garage,0.0415,0,0,0.0426,0,0.0385,0
CLM001460,POL002137,2024-01-25,2023-12-26,2017-10-05,2018-10-05,30,Nissan,Juke,Van,vandalism,side,moderate,direct,comprehensive,False,False,False,8,196590,38,0,20,2016,20564.42,0.863,7403.19,1294.5,0.1749,False,,,sent_to_garage,0.311,0,0,0.0914,0,0.1614,0
CLM001466,POL003800,2022-05-20,2022-05-15,2020-08-14,2021-08-14,5,Toyota,Yaris,Hatchback,collision,multiple,moderate,broker,comprehensive,False,True,False,15,12840,35,1,20,2007,14607.83,0.817,1460.78,2859.5,1.9575,False,,,scrapped_by_model,0.9994,1,1,0.9964,1,0.9943,0
CLM001467,POL002455,2024-08-24,2024-08-08,2022-08-10,2023-08-10,16,Vauxhall,Corsa,Van,theft_damage,front,moderate,app,comprehensive,True,False,False,4,158686,36,0,4,2020,13388.98,0.704,9104.51,1408.0,0.1546,False,,,sent_to_garage,0.1182,0,0,0.1916,0,0.2255,0
CLM001468,POL001292,2024-11-10,2024-10-20,2022-08-04,2023-08-04,21,Ford,Focus,Sedan,theft_damage,front,severe,online,third_party_fire_theft,True,False,False,14,154591,54,0,15,2010,18369.3,0.813,1836.93,4065.0,2.0,False,,,scrapped_by_model,0.9996,1,1,0.9994,1,0.9999,1
CLM001475,POL002934,2023-10-25,2023-09-27,2018-01-31,2019-01-31,28,Nissan,Leaf,Estate,fire,front,minor,app,comprehensive,False,True,True,4,51385,27,0,2,2019,29614.63,0.981,20137.95,490.5,0.0244,True,,,sent_to_garage,0.0833,0,0,0.0178,0,0.0742,0
CLM001478,POL006628,2022-06-29,2022-06-26,2020-02-13,2021-02-12,3,Mercedes,A-Class,Motorbike,fire,rear,moderate,phone,comprehensive,False,True,True,6,191333,51,1,15,2016,29619.18,1.807,15401.97,3252.6,0.2112,False,,,sent_to_garage,0.4107,0,0,0.0276,0,0.0895,0
CLM001482,POL000378,2024-06-20,2024-06-03,2018-01-14,2019-01-14,17,BMW,1 Series,Estate,collision,rear,minor,online,comprehensive,False,True,False,17,50525,46,0,20,2007,26966.96,1.662,2696.7,747.9,0.2773,False,,,sent_to_garage,0.489,0,1,0.7684,0,0.4881,0
CLM001483,POL003349,2024-04-26,2024-03-30,2019-08-10,2020-08-09,27,Mercedes,A-Class,Hatchback,flood,rear,moderate,online,third_party,False,False,True,18,199487,19,1,1,2006,30292.18,1.818,3029.22,3272.4,1.0803,False,,,sent_to_garage,0.9973,0,1,0.998,1,0.9979,1
CLM001484,POL001288,2023-02-08,2023-01-23,2022-12-30,2023-12-30,16,Ford,Fiesta,Estate,vandalism,multiple,moderate,broker,comprehensive,False,True,True,15,131374,44,1,1,2008,11553.74,0.748,1155.37,2618.0,2.0,False,,,scrapped_by_model,0.9997,1,1,0.9942,1,0.9997,1
CLM001488,POL002649,2023-05-14,2023-04-26,2013-09-05,2014-09-05,18,Vauxhall,Corsa,Estate,flood,multiple,moderate,broker,third_party_fire_theft,True,True,False,12,159322,72,0,12,2011,12664.13,0.703,1266.41,2460.5,1.9429,False,,,scrapped_by_model,0.9995,1,1,0.9942,1,0.9997,1
CLM001489,POL005064,2023-08-09,2023-07-23,2022-06-27,2023-06-27,17,Honda,HR-V,Estate,collision,multiple,minor,phone,third_party_fire_theft,False,False,False,8,87826,57,2,16,2015,25900.7,0.89,9324.25,712.0,0.0764,False,,,sent_to_garage,0.3056,0,0,0.0721,0,0.2919,0
CLM001490,POL002686,2022-12-15,2022-12-13,2013-07-22,2014-07-22,2,Toyota,Yaris,Sedan,collision,side,minor,phone,comprehensive,False,False,False,15,48710,37,0,13,2007,14607.83,0.817,1460.78,326.8,0.2237,False,,,sent_to_garage,0.1653,0,0,0.0536,0,0.0659,0
CLM001491,POL000341,2024-11-16,2024-10-28,2016-09-07,2017-09-07,19,BMW,X5,Estate,collision,side,moderate,phone,third_party_fire_theft,True,True,True,4,66076,43,0,8,2020,66076.95,2.018,44932.33,3027.0,0.0674,True,,,sent_to_garage,0.0423,0,0,0.0548,0,0.0651,0
CLM001496,POL003603,2023-07-09,2023-06-18,2014-03-11,2015-03-11,21,Hyundai,Tucson,Van,vandalism,multiple,severe,online,comprehensive,True,True,True,20,45799,62,0,17,2003,,,,,,False,,,sent_to_garage,0.9983,0,1,0.97,0,0.9955,0
CLM001497,POL004835,2022-12-29,2022-12-21,2012-04-07,2013-04-07,8,Audi,A6,Hatchback,collision,roof,moderate,app,comprehensive,False,False,False,11,88894,32,0,20,2011,50360.68,1.904,6043.28,4760.0,0.7877,False,,,sent_to_garage,0.0299,0,0,0.0263,0,0.052,0
CLM001505,POL004586,2024-12-25,2024-12-22,2018-07-16,2019-07-16,3,Hyundai,i30,Van,fire,front,severe,phone,comprehensive,False,False,True,3,169840,61,0,0,2021,19282.05,0.843,14654.36,4215.0,0.2876,False,,,sent_to_garage,0.8952,0,1,0.8537,0,0.8723,0
CLM001506,POL002856,2022-02-16,2022-02-01,2012-05-23,2013-05-23,15,Honda,Civic,Motorbike,vandalism,front,moderate,direct,comprehensive,False,True,False,19,110898,32,0,12,2003,,,,,,False,,,sent_to_garage,0.0541,0,0,0.1261,0,0.0677,0
CLM001509,POL001217,2023-07-27,2023-07-08,2021-12-01,2022-12-01,19,Nissan,Leaf,SUV,flood,roof,minor,phone,comprehensive,False,True,True,14,75388,36,0,4,2009,31393.56,0.986,3139.36,591.6,0.1884,False,,,sent_to_garage,0.0921,0,1,0.6519,0,0.2685,0
CLM001514,POL004220,2023-07-22,2023-07-14,2022-05-23,2023-05-23,8,Ford,Fiesta,Motorbike,collision,multiple,severe,app,comprehensive,True,True,True,11,116800,41,0,17,2012,12065.5,0.73,1447.86,5840.0,2.0,False,,,scrapped_by_model,0.9999,1,1,0.9996,1,0.9997,1
CLM001515,POL005053,2022-06-25,2022-06-10,2014-11-30,2015-11-30,15,Honda,Civic,SUV,flood,roof,moderate,broker,comprehensive,True,True,True,1,5110,50,2,19,2021,22567.4,0.897,20762.01,2242.5,0.108,True,,,sent_to_garage,0.0182,0,0,0.0733,0,0.0614,0
CLM001517,POL000626,2022-01-03,2021-12-26,2016-04-11,2017-04-11,8,Nissan,Leaf,Estate,fire,multiple,minor,app,comprehensive,False,True,False,20,195581,48,0,16,2002,,,,,,False,,,sent_to_garage,0.702,0,0,0.1186,0,0.5103,0
CLM001518,POL005807,2024-05-14,2024-04-23,2015-01-17,2016-01-17,21,Ford,Mondeo,Estate,flood,side,minor,online,comprehensive,False,False,True,8,165017,47,2,13,2016,21112.06,0.871,7600.34,348.4,0.0458,False,,,sent_to_garage,0.191,0,0,0.0172,0,0.0712,0
CLM001520,POL001117,2024-02-07,2024-01-30,2013-01-25,2014-01-25,8,Hyundai,Tucson,Estate,fire,side,moderate,app,comprehensive,False,False,False,9,180901,47,1,5,2015,27524.56,0.89,7706.88,1335.0,0.1732,False,,,sent_to_garage,0.1696,0,0,0.1038,0,0.2448,0
CLM001523,POL004986,2024-09-13,2024-09-05,2018-01-08,2019-01-08,8,Mercedes,GLC,Estate,collision,rear,severe,broker,comprehensive,False,True,False,10,112748,74,0,0,2014,48604.75,1.915,9720.95,8617.5,0.8865,False,,,sent_to_garage,0.9914,0,0,0.1357,0,0.2749,0
CLM001524,POL004295,2022-03-05,2022-02-03,2021-02-16,2022-02-16,30,Ford,Kuga,Motorbike,vandalism,front,minor,phone,comprehensive,True,False,True,18,95317,45,0,12,2004,27523.61,0.881,2752.36,440.5,0.16,False,,,sent_to_garage,0.0451,0,0,0.1498,0,0.1124,0
CLM001527,POL002020,2024-03-29,2024-03-15,2020-10-28,2021-10-28,14,Toyota,Corolla,Motorbike,vandalism,multiple,severe,broker,comprehensive,False,True,True,6,27210,22,1,14,2018,22444.4,0.858,11671.09,6864.0,0.5881,False,,,sent_to_garage,0.7709,0,1,0.9757,0,0.8393,0
CLM001528,POL002702,2023-05-30,2023-05-15,2022-05-07,2023-05-07,15,Toyota,Yaris,Sedan,fire,front,moderate,app,comprehensive,False,True,True,19,172692,62,0,17,2004,15234.4,0.778,1523.44,1556.0,1.0214,False,,,sent_to_garage,0.9978,0,1,0.9982,1,0.9993,1
CLM001538,POL004224,2023-03-16,2023-03-02,2012-12-18,2013-12-18,14,Hyundai,i10,Sedan,theft_damage,roof,moderate,direct,comprehensive,False,True,True,3,72989,21,2,6,2020,11766.96,0.755,8942.89,1887.5,0.2111,False,,,sent_to_garage,0.1152,0,0,0.0642,0,0.1242,0
CLM001540,POL002532,2023-03-01,2023-02-07,2020-12-19,2021-12-19,22,Toyota,Yaris,Hatchback,collision,roof,severe,phone,comprehensive,False,True,True,0,125346,42,2,3,2023,15426.12,0.807,15426.12,4842.0,0.3139,False,,,sent_to_garage,0.5136,0,0,0.0625,0,0.2886,0
CLM001547,POL001361,2023-10-26,2023-10-02,2018-05-16,2019-05-16,24,Toyota,Corolla,Van,theft_damage,front,minor,direct,third_party_fire_theft,False,True,False,16,183246,19,1,12,2007,21226.57,0.85,2122.66,425.0,0.2002,False,,,sent_to_garage,0.4348,0,0,0.0446,0,0.356,0
CLM001549,POL001773,2022-07-20,2022-07-06,2021-10-16,2022-10-16,14,Volkswagen,Tiguan,Hatchback,collision,rear,moderate,phone,comprehensive,False,True,True,7,94749,21,1,16,2015,33974.57,1.087,14948.81,1956.6,0.1309,False,,,sent_to_garage,0.0277,0,0,0.0413,0,0.0435,0
CLM001553,POL001711,2022-12-20,2022-12-15,2021-12-17,2022-12-17,5,Mercedes,GLC,Estate,collision,rear,moderate,phone,third_party_fire_theft,False,True,True,3,48459,27,0,19,2019,50139.33,1.936,38105.89,3484.8,0.0915,True,,,sent_to_garage,0.1058,0,0,0.0809,0,0.1005,0
CLM001554,POL002086,2023-12-20,2023-12-18,2018-09-13,2019-09-13,2,Nissan,Micra,Motorbike,collision,front,minor,broker,comprehensive,False,True,True,17,138018,41,0,7,2006,13025.41,0.78,1302.54,390.0,0.2994,False,,,sent_to_garage,0.3227,0,0,0.0977,0,0.3137,0
CLM001558,POL002812,2022-09-11,2022-08-24,2015-09-06,2016-09-05,18,Nissan,Qashqai,Estate,vandalism,rear,minor,direct,comprehensive,True,True,True,18,12846,41,0,20,2004,27260.79,0.914,2726.08,411.3,0.1509,False,,,sent_to_garage,0.0511,0,0,0.1081,0,0.0905,0
CLM001561,POL006901,2023-08-25,2023-08-08,2013-08-25,2014-08-25,17,Audi,A6,Hatchback,vandalism,front,moderate,broker,third_party,False,False,True,9,15815,40,1,9,2014,49144.85,1.889,13760.56,3778.0,0.2746,False,,,sent_to_garage,0.0608,0,0,0.063,0,0.0874,0
CLM001563,POL005025,2023-01-12,2023-01-05,2013-11-29,2014-11-29,7,Vauxhall,Corsa,Estate,vandalism,roof,moderate,online,comprehensive,False,True,True,14,98684,34,0,12,2009,12594.82,0.68,1259.48,1700.0,1.3498,False,,,sent_to_garage,0.997,0,1,0.998,1,0.9995,1
CLM001567,POL000459,2024-12-06,2024-11-18,2020-08-20,2021-08-20,18,Honda,Jazz,Motorbike,theft_damage,roof,minor,direct,comprehensive,False,True,True,8,17394,37,1,5,2016,15898.11,0.864,5723.32,518.4,0.0906,False,,,sent_to_garage,0.054,0,0,0.0962,0,0.1657,0
CLM001569,POL002695,2024-05-18,2024-05-13,2018-03-27,2019-03-27,5,Ford,Fiesta,Hatchback,fire,front,moderate,broker,comprehensive,True,True,True,11,69921,42,0,12,2013,12393.16,0.756,1487.18,1512.0,1.0167,False,,,scrapped_by_model,0.9994,1,1,0.9544,0,0.9872,0
CLM001570,POL002792,2024-11-26,2024-11-11,2019-12-28,2020-12-27,15,Mercedes,C-Class,Motorbike,fire,side,severe,online,comprehensive,False,True,False,3,152881,55,1,0,2021,40536.94,1.892,30808.07,7568.0,0.2456,True,,,sent_to_garage,0.6873,0,0,0.1129,0,0.2657,0
CLM001572,POL003209,2023-10-27,2023-10-27,2018-01-10,2019-01-10,0,Honda,CR-V,Motorbike,fire,roof,moderate,online,third_party,False,True,True,6,7146,66,0,3,2017,29674.48,0.911,15430.73,2277.5,0.1476,False,,,sent_to_garage,0.0524,0,0,0.0092,0,0.0135,0
CLM001573,POL003118,2022-06-08,2022-05-29,2019-06-21,2020-06-20,10,Honda,CR-V,Motorbike,flood,multiple,minor,app,third_party,False,True,False,13,131478,46,3,7,2009,31412.65,0.913,3141.27,730.4,0.2325,False,,,sent_to_garage,0.6084,0,1,0.8649,0,0.8565,0
CLM001574,POL004725,2022-08-22,2022-07-23,2014-10-09,2015-10-09,30,Hyundai,i10,Van,theft_damage,rear,minor,broker,comprehensive,False,True,True,4,147751,39,2,1,2018,12418.06,0.738,8444.28,332.1,0.0393,False,,,sent_to_garage,0.2111,0,0,0.0623,0,0.1125,0
CLM001579,POL006628,2023-07-10,2023-06-28,2018-10-30,2019-10-30,12,Toyota,RAV4,Estate,collision,rear,moderate,app,third_party,False,True,True,0,92255,45,1,16,2023,33085.02,0.926,33085.02,1666.8,0.0504,True,,,sent_to_garage,0.0345,0,0,0.111,0,0.0624,0
CLM001582,POL001776,2024-06-09,2024-05-18,2020-06-13,2021-06-13,22,Nissan,Leaf,Estate,fire,side,moderate,app,third_party,True,False,True,0,94883,72,1,3,2024,29710.06,1.025,29710.06,1537.5,0.0518,True,,,sent_to_garage,0.031,0,0,0.0466,0,0.0226,0
