vehicle_make,vehicle_model,manufacture_year,typical_market_value_gbp,part_cost_index
Mercedes,A-Class,2004,30766.62,1.774
Mercedes,A-Class,2005,30980.37,1.846
Mercedes,A-Class,2006,30292.18,1.818
Mercedes,A-Class,2007,28657.73,1.848
Mercedes,A-Class,2008,29677.45,1.846
Mercedes,A-Class,2009,30236.93,1.746
Mercedes,A-Class,2010,28615.63,1.819
Mercedes,A-Class,2011,30188.0,1.749
Mercedes,A-Class,2012,30730.38,1.838
Mercedes,A-Class,2013,29989.25,1.796
Mercedes,A-Class,2014,28516.42,1.831
Mercedes,A-Class,2015,29492.15,1.841
Mercedes,A-Class,2016,29619.18,1.807
Mercedes,A-Class,2017,29311.03,1.763
Mercedes,A-Class,2018,30824.72,1.8
Mercedes,A-Class,2019,30109.46,1.85
Mercedes,A-Class,2020,31390.74,1.838
Mercedes,A-Class,2021,29062.83,1.81
Mercedes,A-Class,2022,31134.44,1.786
Mercedes,A-Class,2023,28803.32,1.834
Mercedes,A-Class,2024,29945.29,1.807
Mercedes,C-Class,2004,41928.58,1.912
Mercedes,C-Class,2005,39699.92,1.885
Mercedes,C-Class,2006,39670.48,1.856
Mercedes,C-Class,2007,41179.0,1.938
Mercedes,C-Class,2008,39137.59,1.878
Mercedes,C-Class,2009,41497.34,1.846
Mercedes,C-Class,2010,40081.83,1.896
Mercedes,C-Class,2011,40760.51,1.862
Mercedes,C-Class,2012,40673.32,1.886
Mercedes,C-Class,2013,40474.86,1.848
Mercedes,C-Class,2014,39846.91,1.903
Mercedes,C-Class,2015,38857.31,1.859
Mercedes,C-Class,2016,38753.9,1.882
Mercedes,C-Class,2017,38387.24,1.951
Mercedes,C-Class,2018,39619.98,1.935
Mercedes,C-Class,2019,41897.67,1.852
Mercedes,C-Class,2020,40606.68,1.942
Mercedes,C-Class,2021,40536.94,1.892
Mercedes,C-Class,2022,39724.31,1.847
Mercedes,C-Class,2023,40138.4,1.956
Mercedes,C-Class,2024,41834.83,1.848
Mercedes,E-Class,2004,53070.14,1.976
Mercedes,E-Class,2005,54095.54,1.945
Mercedes,E-Class,2006,54266.55,2.04
Mercedes,E-Class,2007,50011.02,1.947
Mercedes,E-Class,2008,53740.48,1.959
Mercedes,E-Class,2009,52181.47,2.05
Mercedes,E-Class,2010,52350.73,1.988
Mercedes,E-Class,2011,51714.08,1.948
Mercedes,E-Class,2012,54437.51,1.977
Mercedes,E-Class,2013,50384.69,1.974
Mercedes,E-Class,2014,54414.74,1.951
Mercedes,E-Class,2015,53909.98,2.025
Mercedes,E-Class,2016,53716.1,2.057
Mercedes,E-Class,2017,53779.2,2.053
Mercedes,E-Class,2018,50060.06,2.035
Mercedes,E-Class,2019,52237.51,2.005
Mercedes,E-Class,2020,54074.39,2.057
Mercedes,E-Class,2021,53065.16,1.998
Mercedes,E-Class,2022,51773.3,1.986
Mercedes,E-Class,2023,51280.31,1.987
Mercedes,E-Class,2024,49866.72,1.949
Mercedes,GLC,2004,49343.38,1.944
Mercedes,GLC,2005,50067.29,1.963
Mercedes,GLC,2006,45768.84,1.91
Mercedes,GLC,2007,46587.94,2.006
Mercedes,GLC,2008,46649.78,1.952
Mercedes,GLC,2009,50093.65,2.006
Mercedes,GLC,2010,46734.53,1.897
Mercedes,GLC,2011,46337.29,1.899
Mercedes,GLC,2012,46536.6,1.958
Mercedes,GLC,2013,49979.75,1.954
Mercedes,GLC,2014,48604.75,1.915
Mercedes,GLC,2015,49442.8,1.964
Mercedes,GLC,2016,49747.86,2.003
Mercedes,GLC,2017,47269.92,1.902
Mercedes,GLC,2018,46684.46,1.943
Mercedes,GLC,2019,50139.33,1.936
Mercedes,GLC,2020,49299.71,1.955
Mercedes,GLC,2021,46477.48,1.929
Mercedes,GLC,2022,48735.32,1.97
Mercedes,GLC,2023,47686.85,1.918
Mercedes,GLC,2024,49065.15,1.911
Nissan,Micra,2004,13567.67,0.765
Nissan,Micra,2005,12489.51,0.78
Nissan,Micra,2006,13025.41,0.78
Nissan,Micra,2007,12917.67,0.803
Nissan,Micra,2008,12982.16,0.779
Nissan,Micra,2009,12898.3,0.76
Nissan,Micra,2010,13120.84,0.767
Nissan,Micra,2011,13178.89,0.759
Nissan,Micra,2012,13625.8,0.779
Nissan,Micra,2013,13515.78,0.779
Nissan,Micra,2014,12428.43,0.795
Nissan,Micra,2015,13192.64,0.793
Nissan,Micra,2016,12906.62,0.786
Nissan,Micra,2017,13463.1,0.786
Nissan,Micra,2018,12801.98,0.788
Nissan,Micra,2019,13223.41,0.802
Nissan,Micra,2020,12832.19,0.776
Nissan,Micra,2021,13405.76,0.78
Nissan,Micra,2022,13307.55,0.778
Nissan,Micra,2023,12630.14,0.791
Nissan,Micra,2024,12520.5,0.766
Nissan,Juke,2004,20253.65,0.863
Nissan,Juke,2005,20789.38,0.838
Nissan,Juke,2006,19221.45,0.873
Nissan,Juke,2007,19308.85,0.835
Nissan,Juke,2008,19582.66,0.851
Nissan,Juke,2009,20765.65,0.863
Nissan,Juke,2010,20416.32,0.833
Nissan,Juke,2011,19715.37,0.849
Nissan,Juke,2012,19294.85,0.838
Nissan,Juke,2013,19616.67,0.831
Nissan,Juke,2014,20100.48,0.86
Nissan,Juke,2015,19139.86,0.849
Nissan,Juke,2016,20564.42,0.863
Nissan,Juke,2017,20630.15,0.847
Nissan,Juke,2018,20641.11,0.837
Nissan,Juke,2019,19721.62,0.833
Nissan,Juke,2020,19934.97,0.844
Nissan,Juke,2021,19481.85,0.863
Nissan,Juke,2022,19627.69,0.838
Nissan,Juke,2023,19261.78,0.847
Nissan,Juke,2024,19605.93,0.843
Nissan,Qashqai,2004,27260.79,0.914
Nissan,Qashqai,2005,29204.01,0.9
Nissan,Qashqai,2006,28400.4,0.92
Nissan,Qashqai,2007,29396.72,0.906
Nissan,Qashqai,2008,29091.38,0.922
Nissan,Qashqai,2009,28816.06,0.898
Nissan,Qashqai,2010,26827.23,0.874
Nissan,Qashqai,2011,27936.16,0.9
Nissan,Qashqai,2012,27740.61,0.904
Nissan,Qashqai,2013,28146.06,0.918
Nissan,Qashqai,2014,26904.24,0.885
Nissan,Qashqai,2015,28820.41,0.919
Nissan,Qashqai,2016,29385.51,0.92
Nissan,Qashqai,2017,29091.72,0.89
Nissan,Qashqai,2018,27724.65,0.887
Nissan,Qashqai,2019,28297.64,0.924
Nissan,Qashqai,2020,27564.99,0.903
Nissan,Qashqai,2021,27429.64,0.882
Nissan,Qashqai,2022,27146.52,0.876
Nissan,Qashqai,2023,29258.02,0.895
Nissan,Qashqai,2024,28935.54,0.91
Nissan,Leaf,2004,29075.76,0.981
Nissan,Leaf,2005,30935.96,0.986
Nissan,Leaf,2006,31239.86,0.978
Nissan,Leaf,2007,30533.13,1.019
Nissan,Leaf,2008,29205.77,0.987
Nissan,Leaf,2009,31393.56,0.986
Nissan,Leaf,2010,29789.87,0.996
Nissan,Leaf,2011,29259.1,1.017
Nissan,Leaf,2012,30815.55,0.993
Nissan,Leaf,2013,31005.38,0.983
Nissan,Leaf,2014,28512.92,1.004
Nissan,Leaf,2015,31482.23,0.972
Nissan,Leaf,2016,29123.99,1.001
Nissan,Leaf,2017,30929.82,0.975
Nissan,Leaf,2018,29685.7,1.015
Nissan,Leaf,2019,29614.63,0.981
Nissan,Leaf,2020,29086.49,0.995
Nissan,Leaf,2021,29938.25,1.022
Nissan,Leaf,2022,30426.76,1.011
Nissan,Leaf,2023,31448.96,0.995
Nissan,Leaf,2024,29710.06,1.025
Hyundai,i10,2004,11695.05,0.76
Hyundai,i10,2005,12305.49,0.732
Hyundai,i10,2006,11961.88,0.737
Hyundai,i10,2007,11622.45,0.748
Hyundai,i10,2008,11747.32,0.763
Hyundai,i10,2009,12489.13,0.764
Hyundai,i10,2010,11719.24,0.74
Hyundai,i10,2011,11705.67,0.734
Hyundai,i10,2012,12532.56,0.746
Hyundai,i10,2013,11669.63,0.766
Hyundai,i10,2014,11879.03,0.729
Hyundai,i10,2015,11594.33,0.756
Hyundai,i10,2016,12339.49,0.737
Hyundai,i10,2017,12500.87,0.766
Hyundai,i10,2018,12418.06,0.738
Hyundai,i10,2019,11460.64,0.767
Hyundai,i10,2020,11766.96,0.755
Hyundai,i10,2021,12311.96,0.733
Hyundai,i10,2022,12337.01,0.77
Hyundai,i10,2023,12274.05,0.747
Hyundai,i10,2024,12452.01,0.751
Hyundai,i20,2004,16391.63,0.795
Hyundai,i20,2005,16398.96,0.77
Hyundai,i20,2006,15388.55,0.768
Hyundai,i20,2007,16004.6,0.78
Hyundai,i20,2008,16132.23,0.775
Hyundai,i20,2009,16459.03,0.799
Hyundai,i20,2010,15594.76,0.791
Hyundai,i20,2011,16284.75,0.781
Hyundai,i20,2012,15501.65,0.794
Hyundai,i20,2013,16737.0,0.79
Hyundai,i20,2014,16668.58,0.803
Hyundai,i20,2015,15763.28,0.786
Hyundai,i20,2016,15958.29,0.803
Hyundai,i20,2017,15350.09,0.776
Hyundai,i20,2018,16600.86,0.77
Hyundai,i20,2019,16460.47,0.775
Hyundai,i20,2020,16767.97,0.798
Hyundai,i20,2021,15682.11,0.793
Hyundai,i20,2022,15738.97,0.785
Hyundai,i20,2023,16253.57,0.795
Hyundai,i20,2024,15239.12,0.767
Hyundai,i30,2004,20423.84,0.823
Hyundai,i30,2005,19991.21,0.798
Hyundai,i30,2006,19696.55,0.838
Hyundai,i30,2007,19061.79,0.815
Hyundai,i30,2008,20890.3,0.798
Hyundai,i30,2009,20499.41,0.808
Hyundai,i30,2010,20733.22,0.832
Hyundai,i30,2011,20771.41,0.806
Hyundai,i30,2012,20062.59,0.834
Hyundai,i30,2013,19491.4,0.807
Hyundai,i30,2014,19054.36,0.843
Hyundai,i30,2015,20420.03,0.827
Hyundai,i30,2016,20487.99,0.822
Hyundai,i30,2017,19952.27,0.818
Hyundai,i30,2018,20280.88,0.805
Hyundai,i30,2019,20776.12,0.835
Hyundai,i30,2020,19699.13,0.824
Hyundai,i30,2021,19282.05,0.843
Hyundai,i30,2022,20805.79,0.841
Hyundai,i30,2023,19664.33,0.804
Hyundai,i30,2024,19423.54,0.8
Hyundai,Tucson,2004,26936.31,0.857
Hyundai,Tucson,2005,29371.5,0.858
Hyundai,Tucson,2006,26971.12,0.897
Hyundai,Tucson,2007,28224.67,0.894
Hyundai,Tucson,2008,28366.55,0.9
Hyundai,Tucson,2009,28387.71,0.881
Hyundai,Tucson,2010,28595.7,0.877
Hyundai,Tucson,2011,27568.98,0.878
Hyundai,Tucson,2012,27075.2,0.896
Hyundai,Tucson,2013,27329.97,0.862
Hyundai,Tucson,2014,27289.79,0.898
Hyundai,Tucson,2015,27524.56,0.89
Hyundai,Tucson,2016,28997.95,0.858
Hyundai,Tucson,2017,28742.07,0.87
Hyundai,Tucson,2018,27206.54,0.89
Hyundai,Tucson,2019,29147.43,0.869
Hyundai,Tucson,2020,28192.73,0.869
Hyundai,Tucson,2021,28152.0,0.886
Hyundai,Tucson,2022,28308.94,0.887
Hyundai,Tucson,2023,26978.22,0.89
Hyundai,Tucson,2024,28489.3,0.89
